Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.31'',Longitud :,78°11'19.1'',Altitud :,632 msnm.
Tipo :,HLG - Hidrológica,Código :,221506
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-09-01,0.82,0.82,0.82,0.82,0.82
2023-09-02,0.83,0.83,0.82,0.82,0.83
2023-09-03,0.82,0.82,0.82,0.82,0.82
2023-09-04,0.89,0.88,0.87,0.86,0.88
2023-09-05,0.84,0.84,0.84,0.84,0.84
2023-09-06,0.83,0.83,0.83,0.83,0.83
2023-09-07,0.82,0.82,0.82,0.82,0.82
2023-09-08,0.82,0.82,0.82,0.81,0.82
2023-09-09,0.81,0.81,0.81,0.81,0.81
2023-09-10,0.80,0.80,0.80,0.80,0.80
2023-09-11,0.80,0.80,0.80,0.80,0.80
2023-09-12,0.80,0.80,0.80,0.80,0.80
2023-09-13,0.80,0.80,0.80,0.80,0.80
2023-09-14,0.80,0.80,0.80,0.83,0.81
2023-09-15,0.82,0.82,0.82,0.82,0.82
2023-09-16,0.83,0.83,0.83,0.83,0.83
2023-09-17,0.83,0.83,0.83,0.83,0.83
2023-09-18,0.82,0.82,0.82,0.82,0.82
2023-09-19,0.82,0.82,0.82,0.81,0.82
2023-09-20,0.81,0.81,0.81,0.81,0.81
2023-09-21,0.81,0.81,0.81,0.81,0.81
2023-09-22,0.81,0.81,0.81,0.82,0.81
2023-09-23,0.82,0.82,0.82,0.82,0.82
2023-09-24,0.80,0.80,0.80,0.80,0.80
2023-09-25,0.80,0.80,0.80,0.80,0.80
2023-09-26,0.80,0.80,0.79,0.79,0.80
2023-09-27,0.79,0.79,0.79,0.79,0.79
2023-09-28,0.79,0.79,0.79,0.79,0.79
2023-09-29,0.78,0.78,0.78,0.78,0.78
2023-09-30,0.79,0.79,0.79,0.80,0.79
