Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CLOTILDE
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,NAPO
Latitud :,2°29'13.29'',Longitud :,73°40'44.51'',Altitud :,113 msnm.
Tipo :,HLM - Hidrológica,Código :,240110
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-05-01,8.27,8.24,8.20,8.18,8.22
2024-05-02,8.16,8.16,8.17,8.20,8.17
2024-05-03,8.20,8.20,8.20,8.20,8.20
2024-05-04,8.25,8.29,8.35,8.42,8.33
2024-05-05,8.63,8.65,8.71,8.76,8.69
2024-05-06,8.76,8.74,8.72,8.68,8.73
2024-05-07,8.63,8.63,8.64,8.66,8.64
2024-05-08,8.75,8.78,8.84,9.01,8.85
2024-05-09,9.25,9.31,9.39,9.44,9.35
2024-05-10,9.58,9.61,9.65,9.68,9.63
2024-05-11,9.75,9.76,9.78,9.79,9.77
2024-05-12,9.83,9.83,9.85,9.87,9.85
2024-05-13,9.92,9.92,9.94,9.96,9.94
2024-05-14,10.03,10.03,10.04,10.06,10.04
2024-05-15,10.01,9.98,9.96,9.91,9.97
2024-05-16,9.90,9.88,9.84,9.78,9.85
2024-05-17,9.70,9.70,9.69,9.69,9.70
2024-05-18,9.68,9.68,9.67,9.65,9.67
2024-05-19,9.60,9.58,9.55,9.53,9.57
2024-05-20,9.50,9.50,9.48,9.45,9.48
2024-05-21,9.44,9.44,9.43,9.40,9.43
2024-05-22,9.34,9.32,9.29,9.26,9.30
2024-05-23,9.18,9.17,9.16,9.15,9.17
2024-05-24,9.16,9.17,9.18,9.23,9.19
2024-05-25,9.37,9.40,9.46,9.50,9.43
2024-05-26,9.62,9.65,9.70,9.73,9.68
2024-05-27,9.81,9.83,9.86,9.90,9.85
2024-05-28,9.91,9.91,9.90,9.89,9.90
2024-05-29,9.84,9.84,9.82,9.81,9.83
2024-05-30,9.81,9.81,9.80,9.79,9.80
2024-05-31,9.71,9.69,9.67,9.64,9.68
